UF,CIDADE / MUNICÍPIO,BAIRRO,RUA,CEP,CANAL,NOME FANTASIA,CLASSIFICAÇÃO,SEGUNDA A SEXTA,SÁBADOS,DOMINGOS E FERIADOS,Latitude,Longitude,Endereço Completo,Tipo Consulta,Precisão,Erro
PB,ALAGOA NOVA,CENTRO,"RUA JOÃO MOURA, S/N",58125970,CORREIOS,AC ALAGOA NOVA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-7.05995111550226,-35.7587401843418,"Rua Doutor Joao Moura , Centro - Alagoa Nova, PB",LOGRADOURO,NÚMERO DE PORTA,
PI,ALAGOINHA DO PIAUI,CENTRO,"RUA DOS TRÊS PODERES, 240",64655970,CORREIOS,AC ALAGOINHA DO PIAUI,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-7.01030847272771,-40.9373933664841,"Rua Tres Poderes 240, Centro - Alagoinha Do Piaui, PI",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
BA,ALAGOINHAS,CENTRO,"PC GRACILIANO DE FREITAS, 23",48010970,CORREIOS,AC ALAGOINHAS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-12.1529339347618,-38.3990788828301,"Praca Graciliano Freitas 23, Centro - Alagoinhas, BA",LOGRADOURO,NÚMERO DE PORTA,
MG,ALBERTINA,CENTRO,RUA JOAO SANCHES 335,37596970,CORREIOS,AC ALBERTINA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-22.2021270086794,-46.6168784279756,"Rua Joao Sanches 335, Centro - Albertina, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
CE,ALCANTARAS,CENTRO,RUA ANTONIO CUNHA S/N,62120970,CORREIOS,AC ALCANTARAS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-3.58782528768566,-40.5423331811786,"Rua Antonio Cunha , Centro - Alcantaras, CE",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PB,ALCANTIL,CENTRO,"AV. SÃO JOSÉ, 244",58460970,CORREIOS,AC ALCANTIL,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-7.74351282582038,-36.0566509246153,"Avenida Sao Jose 244, Centro - Alcantil, PB",LOGRADOURO,NÚMERO DE PORTA,
MS,ALCINOPOLIS,CENTRO,RUA MARIA BARBOSA CARNEIRO 378,79530970,CORREIOS,AC ALCINÓPOLIS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-18.3254893050999,-53.7143994679486,"Rua Maria Barbosa Carneiro 378, Centro - Alcinopolis, MS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
BA,ALCOBACA,CENTRO,"R SENADOR MELGACO, 69",45910971,CORREIOS,AC ALCOBACA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-17.5411644840438,-39.1933835246175,"Rua Senador Melgaco 69, Centro - Alcobaca, BA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MA,ALDEIAS ALTAS,CENTRO,"AV JOAO  MACHADO ROSA, 183",65610970,CORREIOS,AC ALDEIAS ALTAS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-4.62949021547453,-43.4719957048232,"Avenida Joao Machado A Rosa 183, Centro - Aldeias Altas, MA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,ALECRIM,CENTRO,"RUA MARQUES DO HERVAL, 264",98950970,CORREIOS,AC ALECRIM,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-27.6570500554984,-54.764897382416,"Rua Mq Do Herval 264, Centro - Alecrim, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
ES,ALEGRE,CENTRO,"AV. JERONIMO MONTEIRO,133",29500970,CORREIOS,AC ALEGRE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-20.7632526127085,-41.5313526268864,"Avenida Jeronimo Monteiro 133, Centro - Alegre, ES",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
ES,ALEGRE,CENTRO,"AVENIDA JERONIMO MONTEIRO, 63",29500000,FRANQUIAS,NET CELL TELECOM EIRELI ME,SAP,09:00 às 18:00,09:00  às  12:00,NÃO FUNCIONA,-20.7631688318166,-41.5313894515954,"Avenida Jeronimo Monteiro 63, Centro - Alegre, ES",LOGRADOURO,NÚMERO DE PORTA,
RS,ALEGRETE,CENTRO,RUA VENANCIO AIRES 539,97541970,CORREIOS,AC ALEGRETE,ATC,09:00 às 17:30,NÃO FUNCIONA,NÃO FUNCIONA,-29.7818742514207,-55.7875537440014,"Rua Venancio Aires 539, Centro - Alegrete, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,ALEGRETE,CENTRO,RUA GASPAR MARTINS 179,97542000,FRANQUIAS,J H P DA FONTOURA E CIA LTDA,SAP,09:00 às 18:00,09:00 -13:00,NÃO FUNCIONA,-29.7830701359352,-55.7936635101548,"Rua Gaspar Martins 179, Centro - Alegrete, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,ALEGRIA,CENTRO,RUA SAO MIGUEL. 672 SL 01,98905970,CORREIOS,AC ALEGRIA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-27.8289045500566,-54.0537414643007,"Rua S Miguel 672, Centro - Alegria, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,ALEM PARAIBA,PORTO NOVO,RUA CORONEL OSCAR CORTES 91,36660970,CORREIOS,AC ALEM PARAIBA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-21.880819198891,-42.6968515285819,"Rua Coronel Oscar Cortes 91, Porto Novo - Alem Paraiba, MG",LOGRADOURO,NÚMERO DE PORTA,
MG,ALÉM PARAÍBA,PORTO NOVO,"RUA ADAO ARAUJO, 14",36660000,FRANQUIAS,TECTEL DE LEOPOLDINA LTDA,SAP,08:30 às 18:00,08:30  às  12:30,NÃO FUNCIONA,-21.8837972650325,-42.7006427421054,"Rua Adao Araujo 14 - Alem Paraiba, MG",LOGRADOURO,NÚMERO DE PORTA,
PA,ALENQUER,CENTRO,AVENIDA GETULIO VARGAS 320,68200970,CORREIOS,AC ALENQUER,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-1.95968971397613,-54.7346808995137,"Avenida Getulio Vargas 320, Centro - Alenquer, PA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RN,ALEXANDRIA,CENTRO,"TRAVESSA BENÍCIO DE PAIVA, 296",59965970,CORREIOS,AC ALEXANDRIA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-6.41372224573576,-38.0174628748177,"Travessa Benicio De Paiva 296, Alexandria - Alexandria, RN",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
GO,ALEXANIA,CENTRO,AVENIDA VALE DO SOL QD 70 LOTE 11,72920970,CORREIOS,AC ALEXÂNIA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-16.0779716080426,-48.5047802836801,"Avenida Vale Do Sol 70, Sao Central - Alexania, GO",LOGRADOURO - SIMILARIDADE,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,ALFENAS,CENTRO,"RUA GENERAL COSTA CAMPOS, 64",37130131,FRANQUIAS,ABC TELECOM E INFORMATICA LTDA EPP,SAP,09:00 às 18:00,09:00  às  13:00,NÃO FUNCIONA,-21.4311101195373,-45.9478805770783,"Rua General Costa Campos 64, Sta Ines - Alfenas, MG",LOGRADOURO,NÚMERO DE PORTA,
MG,ALFENAS,CENTRO,"PRACA GETULIO VARGAS, 111",37130073,FRANQUIAS,CT BARBOSA COM DE CEL LTDA,SAP,09:00 às 18:00,09:00  às  13:00,NÃO FUNCIONA,-21.4283066468434,-45.9469841884622,"Praca Getulio Vargas 111, Centro - Alfenas, MG",LOGRADOURO,NÚMERO DE PORTA,
MG,ALFREDO VASCONCELOS,CENTRO,PCA NOSSA SENHORA DO ROSARIO 23,36272970,CORREIOS,AC ALFREDO VASCONCELOS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-21.1460362786778,-43.7764967957526,"Praca Nossa Senhora Rosario 23, Centro - Alfredo Vasconcelos, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
SC,ALFREDO WAGNER,CENTRO,"RUA ANITAPOLIS, 283",88450970,CORREIOS,AC ALFREDO WAGNER,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-27.7011035253297,-49.3341681367475,"Rua Anitapolis 283, Centro - Alfredo Wagner, SC",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PB,ALHANDRA,CENTRO,"RUA PRESIDENTE JOÃO PESSOA,  567",58320970,CORREIOS,AC ALHANDRA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-7.4323778793887,-34.9115681614251,"Rua Presidente Joao Pessoa 567, Centro - Alhandra, PB",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PE,ALIANCA,CENTRO,"R. SIQUEIRA CAMPOS, 127",55890970,CORREIOS,AC ALIANÇA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-7.60412536683351,-35.2288670155694,"Rua Siqueira Campos 127, Centro - Alianca, PE",LOGRADOURO,NÚMERO DE PORTA,
BA,ALMADINA,CENTRO,"R FILADELFO MOREIRA, 2",45640970,CORREIOS,AC ALMADINA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-14.7037743674559,-39.6363023546449,"Rua Filadelfo Moreira Alcantara 2, Centro - Almadina, BA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
TO,ALMAS,SETOR CENTRAL,AVENIDA SAO SEBASTIAO 18,77314970,CORREIOS,AC ALMAS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-11.5607182693936,-47.168826552167,"Avenida S Sebastiao 18, Sao Central - Almas, TO",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PA,ALMEIRIM,CENTRO,"TV. VESPASIANO MARTINS DE SOUZA, 269",68230970,CORREIOS,AC ALMEIRIM,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-1.53097918471242,-52.5777620491624,"Travessa Vespasiano Martins De Souza 269, Comercial - Almeirim, PA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,ALMENARA,CENTRO,RUA AVELINO NASCIMENTO S/N,39900970,CORREIOS,AC ALMENARA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-16.1774029600687,-40.697761214913,"Rua Avelino Nascimento , Centro - Almenara, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,ALMENARA,CENTRO,"RUA HERMANO DE SOUZA, 292",39900000,FRANQUIAS,BYALNET INFORMATICA LTDA,SAP,08:00 às 18:00,08:00  às  12:00,NÃO FUNCIONA,-16.181108866008,-40.6959447919695,"Rua Hermano De Souza 292, Centro - Almenara, MG",LOGRADOURO,NÚMERO DE PORTA,
RN,ALMINO AFONSO,CENTRO,"RUA FLORENTINA NUNES, 22 - CENTRO",59760970,CORREIOS,AC ALMINO AFONSO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-6.15302684965174,-37.7660961776246,"Rua Florentina Nunes 22, Almino Afonso - Almino Afonso, RN",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,ALMIRANTE TAMANDARE DO SUL,CENTRO,"AV GENERAL LOPES DE OLIVEIRA, S/N",99523000,POSTO DE ATENDIMENTO,FARMACIA TAMANDARÉ,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-28.1132651066829,-52.9152838988025,"Avenida Gen Lopes De Oliveira , Centro - Almirante Tamandare Do Sul, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
GO,ALOANDIA,CENTRO,AVENIDA 11 DE NOVEMBRO,75619970,CORREIOS,AC ALOANDIA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-17.7250614412569,-49.4824541065219,"Avenida 11 De Novembro , Sao Central - Aloandia, GO",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,ALPERCATA,CENTRO,R AGENOR ANDRADE 52,35138970,CORREIOS,AC ALPERCATA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-18.9932014500754,-41.9908337243727,"Avenida Agenor Andrade 52, Centro - Alpercata, MG",LOGRADOURO,NÚMERO DE PORTA,
RS,ALPESTRE,CENTRO,"AV. FARRAPOS, 516",98480970,CORREIOS,AC ALPESTRE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-27.2504341560867,-53.0345656746409,"Avenida Farrapos 516, Centro - Alpestre, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,ALPINOPOLIS,CENTRO,RUA ANTONIO ANACLETO RESENDE 152,37940970,CORREIOS,AC ALPINOPOLIS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-20.8642715924312,-46.3916091049417,"Rua Antonio Anacleto Resende 152, Centro - Alpinopolis, MG",LOGRADOURO,NÚMERO DE PORTA,
MT,ALTA FLORESTA,SETOR C,"AVENIDA ARIOSTO DA RIVA, 2603",78580000,FRANQUIAS,JL SOLUCOES PREST SERV TELEF LTDA,SAP,08:00 às 18:00,08:00  às  12:00,NÃO FUNCIONA,-9.87582480681147,-56.0857947249041,"Avenida Ariosto Da Riva 2603, St C - Alta Floresta, MT",LOGRADOURO - SIMILARIDADE,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RO,ALTA FLORESTA DO OESTE,CENTRO,AVENIDA MATO GROSSO 4202,76954970,CORREIOS,AC ALTA FLORESTA DO OESTE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-11.9280978096677,-62.002472238846,"Avenida Mato Grosso 4202, Centro - Alta Floresta Doeste, RO",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PA,ALTAMIRA,CENTRO,"RUA SETE DE SETEMBRO, 2080",68371000,FRANQUIAS,C DE A BESERRA E CIA LTDA ME,SAP,08:00 às 18:00,08:00  às  13:00,NÃO FUNCIONA,-8.31623023809542,-55.1005173283961,"Rua Sete De Setembro 2080, Centro - Altamira, PA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,ALTAMIRA DO PARANA,CENTRO,AVENIDA JAIME CANET 83,85280970,CORREIOS,AC ALTAMIRA DO PARANA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-24.7971317071344,-52.7179396739338,"Avenida Jayme Canet 83, Centro - ALTAMIRA DO PARANA, PR",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
CE,ALTANEIRA,CENTRO,"RUA JOAQUIM SOARES DA SILVA, 357",63195970,CORREIOS,AC ALTANEIRA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-7.00309276995345,-39.7398157597757,"Rua Joaquim Soares Da Silva 357, Centro - Altaneira, CE",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,ALTEROSA,CENTRO,RUA DEPUTADO URIEL ALVIM 127,37145970,CORREIOS,AC ALTEROSA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-21.2562435285553,-46.1435021660694,"Rua Deputado Uriel Alvim 127, Centro - Alterosa, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PE,ALTINHO,CENTRO,"PÇA. JULIO RODRIGUES FILHO, 22",55490970,CORREIOS,AC ALTINHO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-8.48885603371862,-36.0605186293831,"Praca Julio Rodrigues Filho 22, Centro - Altinho, PE",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RR,ALTO ALEGRE,CENTRO,"AV. 1° DE JULHO, 1995",69350970,CORREIOS,AC ALTO ALEGRE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,2.98694490745177,-61.3184096148966,"Avenida Primeiro De Julho, 1995 - Centro - Alto Alegre, RR",CEP,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,ALTO ALEGRE,CENTRO,"R. ORESTES PEDRASSANI, 375",99430970,CORREIOS,AC ALTO ALEGRE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-28.7746134794438,-52.9906093115183,"Rua Orestes Pedrassani 375, Centro - Alto Alegre, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MA,ALTO ALEGRE DO MARANHAO,CENTRO,AVENIDA RODOVIÁRIA S/N,65413970,CORREIOS,AC ALTO ALEGRE DO MARANHAO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-4.21338105694357,-44.4505615928943,"Avenida Rodoviaria , Centro - Alto Alegre Do Maranhao, MA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MA,ALTO ALEGRE DO PINDARE,CENTRO,"RUA NOVA, S/N",65398970,CORREIOS,AC ALTO ALEGRE DO PINDARÉ,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-3.70146032698597,-45.9605038712574,"Rua Nova , Centro - Alto Alegre Do Pindare, MA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RO,ALTO ALEGRE DOS PARECIS,CENTRO,RUA TANCREDO NEVES. 3494,76952970,CORREIOS,AC ALTO ALEGRE DOS PARECIS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-12.1322439996463,-61.8627004995891,"Avenida Tancredo Neves 3494, Centro - Alto Alegre Dos Parecis, RO",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MT,ALTO ARAGUAIA,CENTRO,AVENIDA CARLOS HUGNENEY 260,78780970,CORREIOS,AC ALTO ARAGUAIA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-17.3141445000659,-53.2181540007373,"Avenida Carlos Hugueney 260, Centro - ALTO ARAGUAIA, MT",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
SC,ALTO BELA VISTA,CENTRO,"RUA DO COMÉRCIO, 967",89730000,POSTO DE ATENDIMENTO,LOJA DE CONFECÇÕES HORN,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-27.4330833829464,-51.9030523412239,"Rua Do Comercio 967, Centro - Alto Bela Vista, SC",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MT,ALTO BOA VISTA,CENTRO,AVENIDA TRES DE OUTUBRO 823 LOJA A,78665970,CORREIOS,AC ALTO DA BOA VISTA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-11.6732383550628,-51.3786390785232,"Avenida 3 De Outubro 823, Centro - Alto Boa Vista, MT",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,ALTO CAPARAO,CENTRO,AVENIDA PICO DA BANDEIRA 627,36836972,CORREIOS,AC ALTO CAPARAO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-20.4414793093145,-41.8692907572147,"Avenida Pico Da Bandeira 627, Liberdade - Alto Caparao, MG",LOGRADOURO,NÚMERO DE PORTA,
RN,ALTO DO RODRIGUES,CENTRO,"RUA SÃO JOÃO,69 - CENTRO",59507970,CORREIOS,AC ALTO DO RODRIGUES,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-5.28979172720661,-36.7624502793423,"Rua Sao Joao 69, Alto Do Rodrigues - Alto Do Rodrigues, RN",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,ALTO FELIZ,CENTRO,"RUA JULIO DE CASTILHOS, 1189",95773000,POSTO DE ATENDIMENTO,DARCI G WEISSHEIMER & CIA LTDA,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-29.3804357211582,-51.3130422046329,"Rua Julio De Castilhos 1189, Centro - Alto Feliz, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MT,ALTO GARCAS,CENTRO,AVENIDA SETE DE SETEMBRO 459,78770970,CORREIOS,AC ALTO GARÇAS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-16.9373609997299,-53.534524000811,"Avenida 7 De Setembro 459, Centro - Alto Garcas, MT",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
GO,ALTO HORIZONTE,SETOR CENTRAL,AV. GETULIO VARGAS,76579970,CORREIOS,AC ALTO HORIZONTE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-14.195821658939,-49.3444310629748,"Avenida Pres Getulio Vargas , Sao Central - Alto Horizonte, GO",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,ALTO JEQUITIBA,CENTRO,RUA CAPITAO CARLOS HERINGER 190 A,36976970,CORREIOS,AC ALTO JEQUITIBA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-20.4295640309343,-41.9641236162996,"Rua Capitao Carlos Heringer 190, Centro - Alto Jequitiba, MG",LOGRADOURO,NÚMERO DE PORTA,
PI,ALTO LONGA,CENTRO,"PÇA CEL. ANTONIO VITORIO DE SOUSA, 407",64360970,CORREIOS,AC ALTO LONGA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-5.2412494923444,-42.2066683241252,"Praca Coronel Antonio Vitorio Sousa 407, Centro - Alto Longa, PI",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MT,ALTO PARAGUAI,CENTRO,RUA QUINZE DE NOVEMBRO 105,78410970,CORREIOS,AC ALTO PARAGUAI,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-14.5102004993278,-56.4829380002117,"Rua 15 De Novembro 105, Centro - Alto Paraguai, MT",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,ALTO PARAISO,CENTRO,"RUA PEDRO AMARO DOS SANTOS, 1218",87528000,POSTO DE ATENDIMENTO,FARMÁCIA CENTRAL,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-23.5087675049805,-53.7270575180386,"Avenida Pedro Amaro Dos Santos 1218, Centro - Alto Paraiso, PR",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
GO,ALTO PARAISO DE GOIAS,CENTRO,RUA DAS ARARAS S/N,73770970,CORREIOS,AC ALTO PARAÍSO DE GOIÁS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-14.1356860622407,-47.5188518366131,"Rua Das Araras , Paraisinho - Alto Paraiso De Goias, GO",LOGRADOURO - SIMILARIDADE,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,ALTO PARANA,CENTRO,RUA PRINCESA ISABEL 1499,87750970,CORREIOS,AC ALTO PARANA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-23.1403101632776,-52.3169599543464,"Rua Princs Izabel 1499, Centro - ALTO PARANA, PR",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MA,ALTO PARNAIBA,CENTRO,"AV CORONEL ADOLPHO LUSTOSA,  S/N",65810970,CORREIOS,AC ALTO PARNAIBA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-9.10307551989031,-45.9328388415636,"Rua Prefeito Elias Rocha,  - Centro - Alto Parnaiba, MA",CEP,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,ALTO PIQUIRI,CENTRO,AVENIDA BRASIL 1813,87580970,CORREIOS,AC ALTO PIQUIRI,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-24.0218399694319,-53.441448209564,"Avenida Brasil 1813, Centro - Alto Piquiri, PR",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,ALTO RIO DOCE,CENTRO,RUA BIAS FORTES 66-A,36260970,CORREIOS,AC ALTO RIO DOCE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-21.0232001859749,-43.4155834119064,"Rua Bias Fortes 66, Centro - Alto Rio Doce, MG",LOGRADOURO,NÚMERO DE PORTA,
ES,ALTO RIO NOVO,CENTRO,"AV. JOAO FELIPE, 350",29760970,CORREIOS,AC ALTO RIO NOVO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-19.0560999506114,-41.0175771776891,"Avenida Joao Felipe 350, Centro - Alto Rio Novo, ES",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
CE,ALTO SANTO,CENTRO,"RUA JOAQUIM DE PAULA, 74",62970970,CORREIOS,AC ALTO SANTO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-5.51981128196281,-38.2712328617762,"Rua Joaquim De Paula Nogueira 74, Centro - Alto Santo, CE",LOGRADOURO,NÚMERO DE PORTA,
MT,ALTO TAQUARI,CENTRO,AVENIDA MACARIO SUBTIL DE OLIVEIRA 735,78785970,CORREIOS,AC ALTO TAQUARI,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-17.8264799996888,-53.2852090000551,"Avenida Cel Macario S De Oliveira, 735 - Centro - Alto Taquari, MT",CEP,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,ALTONIA,CENTRO,PRACA CARLOS GOMES 87,87550970,CORREIOS,AC ALTONIA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-23.8730707348987,-53.8940682965985,"Praca Carlos Gomes 87, Centro - Altonia, PR",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PI,ALTOS,CENTRO,"AV. FRANCISCO RAULINO, 1955",64290970,CORREIOS,AC ALTOS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-5.03951932172344,-42.4612257602894,"Avenida Francisco Raulino 1955, Centro - Altos, PI",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
